time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,6340,633,1,840,700,83,6.2,6.2
40,4,4,4,19,19,19440,1887,1,1980,2560,192,5.3,5.3
50,4,4,4,19,19,13780,1373,1,1560,4040,155,5.6,5.6
60,4,4,4,19,19,28960,2880,1,2840,6980,282,4.7,4.7
70,4,4,4,19,19,29880,2971,1,2840,10060,282,4.2,4.2
80,4,4,4,19,19,33420,3326,1,3100,13420,308,3.8,3.8
90,4,4,4,19,19,55140,5493,1,5380,19020,535,3.2,3.2
100,4,4,4,19,19,49660,4949,1,5100,24180,508,2.9,2.9
110,4,4,4,19,19,53760,5360,1,5380,29580,536,2.6,2.6
120,4,4,4,19,19,68200,6799,1,6860,36600,683,2.4,2.4
130,4,4,4,19,19,58800,5866,1,6160,42600,614,2.3,2.3
140,4,4,4,19,19,52240,5203,1,5280,47900,525,2.2,2.2
150,4,4,4,19,19,64680,6453,1,6800,54660,678,2.2,2.2
160,4,4,4,19,19,56500,5634,1,5800,60300,578,2.1,2.1
170,4,4,4,19,19,59760,5961,1,6120,66420,610,2.1,2.1
180,4,4,4,19,19,71740,7154,1,7600,73720,757,2.0,2.0
