time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,25580,2516,10,10000,100,983,1326.5,4378.0
31,4,2,2,28,28,53340,4737,10,2460,1960,218,9403.9,11864.9
41,4,2,2,28,28,48940,4843,10,3680,5360,364,16192.1,17531.1
51,4,2,2,28,28,28220,2771,10,1620,7200,159,19004.6,20394.8
61,4,2,2,28,28,62480,6151,10,7180,14020,706,23861.8,25022.7
72,4,2,2,28,28,26780,2638,10,2800,17240,275,23714.8,24711.4
82,4,2,2,28,28,44740,4389,10,4180,21400,410,23407.3,23918.9
92,4,2,2,28,28,27780,2693,10,1920,23120,186,23833.3,24218.7
103,4,2,2,28,28,66020,6000,10,8420,31040,765,24951.1,26027.4
113,4,2,2,28,28,58580,5708,10,5840,36540,569,23967.7,24698.8
124,4,2,2,28,28,77440,7539,10,8040,44260,782,22602.6,23133.0
134,4,2,2,28,28,74200,7395,10,8460,53220,843,20834.0,21164.1
144,4,2,2,28,28,83620,8266,10,8160,61620,806,19320.2,19523.0
154,4,2,2,28,28,51880,5148,10,6060,67680,601,18829.8,19402.2
164,4,2,2,28,28,90680,9026,10,8180,75820,814,18362.5,19361.2
174,4,2,2,28,28,88980,8734,10,9500,84680,932,17909.0,18886.4
184,4,2,2,28,28,77640,7729,10,7880,92460,784,17296.4,18073.5
