time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,7360,734,1,1080,500,107,675.0,675.0
40,4,4,4,21,21,59940,5718,1,6540,7040,623,1549.8,1549.8
50,4,4,4,21,21,49340,4892,1,4880,11980,483,1726.5,1726.5
60,4,4,4,21,21,63340,6251,1,6200,18060,611,1670.5,1670.5
71,4,4,4,21,21,151760,14925,1,14780,33280,1453,1258.3,1258.3
81,4,4,4,21,21,126160,12496,1,13200,46320,1307,1034.1,1034.1
91,4,4,4,21,21,130360,12875,1,13840,59900,1366,934.2,934.2
101,4,4,4,21,21,203740,20198,1,20620,80700,2044,831.5,831.5
111,4,4,4,21,21,200680,19908,1,20440,101560,2027,738.8,738.8
121,4,4,4,21,21,172300,17052,1,17920,119040,1773,690.3,690.3
131,4,4,4,21,21,337520,33431,1,34880,153880,3454,605.5,605.5
141,4,4,4,21,21,289880,28772,1,28340,182760,2812,552.9,552.9
151,4,4,4,21,21,184840,18339,1,19460,202540,1930,543.7,543.7
161,4,4,4,21,21,375500,36922,1,38200,240840,3756,505.2,505.2
171,4,4,4,21,21,286720,28532,1,30200,269660,3005,478.9,478.9
182,4,4,4,21,21,223860,22281,1,22980,293240,2287,470.1,470.1
