time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,36820,3625,10,10260,180,1010,1082.9,3112.0
31,4,2,2,28,28,43180,3752,10,1760,2060,152,9455.6,11475.2
41,4,2,2,28,28,44020,4305,10,2420,4400,236,14327.1,16014.8
52,4,2,2,28,28,44060,4192,10,3840,8420,365,21822.7,24808.5
62,4,2,2,28,28,7680,753,10,1500,9600,147,23520.1,25182.6
73,4,2,2,28,28,44840,4248,10,4300,14160,407,28560.0,32163.5
83,4,2,2,28,28,62180,5869,10,5980,19040,564,28957.7,33372.1
94,4,2,2,28,28,13780,1344,10,1260,20580,122,28483.1,33055.5
104,4,2,2,28,28,69680,6841,10,8040,28160,789,27018.7,30723.2
114,4,2,2,28,28,54140,5185,10,5100,33300,488,25986.4,28709.6
124,4,2,2,28,28,56740,5529,10,6060,39100,590,24916.0,27168.0
135,4,2,2,28,28,58040,5680,10,8580,47120,839,23069.0,24441.6
145,4,2,2,28,28,98320,9658,10,8920,55880,876,21108.5,22440.5
155,4,2,2,28,28,137820,13634,10,14980,70420,1481,18956.3,21293.8
165,4,2,2,28,28,84600,8415,10,8240,78340,819,17773.0,19979.2
175,4,2,2,28,28,72920,7214,10,8540,87360,844,17249.1,19610.7
185,4,2,2,28,28,188860,18686,10,18340,106160,1814,15783.6,18666.5
