time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,0,0,0,0,0.0,0.0
20,4,2,2,30,30,21600,2144,5,5160,0,512,0.0,0.0
30,4,2,2,30,30,93080,9018,10,9460,4220,916,7511.9,11050.3
40,4,2,2,30,30,71820,6895,10,7320,11640,702,12578.1,15292.2
50,4,2,2,30,30,107300,10600,10,10340,22240,1021,13835.7,18178.6
61,4,2,2,30,30,66760,6228,10,6220,28480,580,13106.6,16500.4
71,4,2,2,30,30,71420,7054,10,7220,35960,713,13274.3,16212.8
82,4,2,2,30,30,119100,11362,10,12120,48020,1156,12872.1,15173.0
92,4,2,2,30,30,73500,6945,10,8160,56520,771,12322.5,14190.4
102,4,2,2,30,30,124200,12329,10,12100,68680,1201,11828.7,13635.1
113,4,2,2,30,30,153700,15080,10,16940,85200,1662,11017.2,12721.7
123,4,2,2,30,30,130560,12810,10,12320,97160,1208,10695.1,12604.7
133,4,2,2,30,30,138360,13716,10,14500,111800,1437,10249.0,12160.1
143,4,2,2,30,30,119200,11607,10,11260,122700,1096,10074.0,11952.1
153,4,2,2,30,30,112340,11079,10,12460,135340,1228,10051.8,11827.8
163,4,2,2,30,30,146680,14486,10,15740,150660,1554,9674.0,11409.7
174,4,2,2,30,30,153760,15217,10,15540,165960,1538,9518.4,11359.0
184,4,2,2,30,30,198740,19185,10,19760,186220,1907,9083.1,10831.6
