time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,0,0,0,0,0.0,0.0
20,4,2,2,30,30,29740,2934,10,6920,380,682,1280.2,2874.6
30,4,2,2,30,30,45960,4402,10,4340,1180,415,4540.0,9928.0
40,4,2,2,30,30,54580,5291,10,5340,6320,517,17448.6,20662.1
51,4,2,2,30,30,96720,9548,10,8440,14480,833,18869.9,24720.2
61,4,2,2,30,30,112060,11048,10,11820,26220,1165,15106.7,19086.6
71,4,2,2,30,30,99680,9828,10,10540,36860,1039,13319.3,14214.5
81,4,2,2,30,30,129000,12740,10,13700,50740,1353,11666.3,12427.1
91,4,2,2,30,30,162040,15972,10,15440,65700,1521,10760.2,12028.2
101,4,2,2,30,30,153580,15046,10,17120,82800,1677,9891.5,11015.3
111,4,2,2,30,30,118740,11769,10,11840,94800,1173,9611.2,10831.9
121,4,2,2,30,30,136920,13581,10,13240,107880,1313,9502.8,10942.0
132,4,2,2,30,30,178000,17332,10,17660,126080,1719,9106.1,10653.5
142,4,2,2,30,30,188300,18652,10,19140,145920,1895,8660.0,10173.4
152,4,2,2,30,30,186300,18430,10,18840,164660,1863,8245.1,9690.7
162,4,2,2,30,30,279840,27792,10,29780,194940,2957,7602.4,9069.2
172,4,2,2,30,30,208300,20516,10,21500,215960,2117,7401.4,8929.2
182,4,2,2,30,30,200160,19741,10,19760,235420,1948,7171.8,8680.5
