time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,37640,3726,10,10440,440,1033,3005.0,4396.0
30,4,2,2,28,28,39980,3758,10,1840,2400,172,10251.3,13139.8
41,4,2,2,28,28,59100,5764,10,3940,6300,384,16076.5,17802.6
51,4,2,2,28,28,53260,5182,10,5140,11080,500,21205.0,23674.8
61,4,2,2,28,28,53480,5184,10,5120,16420,496,21905.9,24581.4
71,4,2,2,28,28,74500,7203,10,7300,24060,705,20394.2,22877.5
82,4,2,2,28,28,73380,6942,10,7100,31160,671,18976.1,21685.1
92,4,2,2,28,28,61720,6140,10,8040,39260,799,18114.2,20785.1
102,4,2,2,28,28,72680,7119,10,6680,45700,654,17485.4,20140.7
112,4,2,2,28,28,86500,8560,10,8440,54120,835,17118.1,20123.3
123,4,2,2,28,28,87720,8519,10,8640,62500,839,16575.4,19549.4
133,4,2,2,28,28,133100,13131,10,14560,77540,1436,14882.5,17068.7
143,4,2,2,28,28,147180,14363,10,14840,92400,1448,13480.6,14629.4
153,4,2,2,28,28,124380,12324,10,12900,105200,1278,12670.1,13249.3
163,4,2,2,28,28,177780,17402,10,17880,122780,1750,11783.4,11977.9
173,4,2,2,28,28,179880,17799,10,17700,141240,1751,11075.1,11695.4
184,4,2,2,28,28,147680,14361,10,15380,156480,1495,10651.1,11449.2
