time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,40,3,1,20,0,1,0.0,0.0
40,4,4,4,21,21,15060,1489,1,1440,1580,142,6.2,6.2
50,4,4,4,21,21,19600,1941,1,1920,3660,190,5.3,5.3
60,4,4,4,21,21,14500,1443,1,1660,5140,165,5.2,5.2
70,4,4,4,21,21,11320,1121,1,1220,6320,120,5.8,5.8
80,4,4,4,21,21,29520,2932,1,2980,9380,295,4.9,4.9
90,4,4,4,21,21,27560,2741,1,2700,12080,268,4.4,4.4
100,4,4,4,21,21,40420,4028,1,4300,16300,428,3.8,3.8
110,4,4,4,21,21,63320,6301,1,6180,22900,615,3.2,3.2
120,4,4,4,21,21,43180,4308,1,4160,27260,415,3.0,3.0
130,4,4,4,21,21,50300,5012,1,4940,32360,492,2.8,2.8
140,4,4,4,21,21,68760,6860,1,7300,39460,728,2.6,2.6
150,4,4,4,21,21,51180,5107,1,5220,44620,520,2.5,2.5
160,4,4,4,21,21,51540,5136,1,5500,49960,548,2.4,2.4
170,4,4,4,21,21,72760,7263,1,7320,57440,730,2.3,2.3
180,4,4,4,21,21,54220,5407,1,5200,62880,518,2.2,2.2
