time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,1920,191,1,160,240,15,12.1,12.1
40,4,4,4,19,19,22660,2219,1,2240,2500,219,5.6,5.6
50,4,4,4,19,19,14440,1428,1,1380,4080,136,5.7,5.7
60,4,4,4,19,19,16640,1653,1,1720,5800,170,5.2,5.2
70,4,4,4,19,19,39660,3924,1,3920,9840,387,4.3,4.3
80,4,4,4,19,19,44080,4387,1,4380,14320,435,3.5,3.5
90,4,4,4,19,19,30880,3063,1,3300,17540,327,3.6,3.6
100,4,4,4,19,19,62380,6224,1,6420,24040,640,3.2,3.2
110,4,4,4,19,19,48940,4872,1,4540,28940,451,2.9,2.9
120,4,4,4,19,19,41880,4175,1,4520,33360,450,2.8,2.8
131,4,4,4,19,19,69520,6883,1,6940,40520,687,2.6,2.6
141,4,4,4,19,19,51180,5105,1,5320,45660,530,2.5,2.5
151,4,4,4,19,19,50360,5023,1,4980,50920,496,2.4,2.4
161,4,4,4,19,19,54560,5442,1,5680,56600,566,2.3,2.3
171,4,4,4,19,19,77120,7698,1,8180,64360,816,2.2,2.2
181,4,4,4,19,19,54280,5407,1,5700,69940,567,2.2,2.2
