time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
30,4,4,4,28,28,26240,2614,10,6620,60,659,985.1,5775.0
41,4,4,4,28,28,50260,4540,10,4660,1600,420,9989.7,12222.4
51,4,4,4,28,28,42600,4158,10,2860,4200,279,15838.6,16878.2
61,4,4,4,28,28,49040,4833,10,3440,7820,339,22080.5,26329.8
71,4,4,4,28,28,66880,6595,10,6560,13980,646,24544.8,29826.3
82,4,4,4,28,28,46020,4408,10,5160,19180,494,23316.6,31581.5
92,4,4,4,28,28,57200,5632,10,5600,25000,551,21819.2,27917.5
102,4,4,4,28,28,50300,4915,10,6480,30920,633,21370.3,26130.8
112,4,4,4,28,28,71360,6998,10,5880,37540,576,20378.1,24439.2
123,4,4,4,28,28,68400,6630,10,7500,44520,727,19631.2,22996.7
133,4,4,4,28,28,92580,9099,10,10260,53920,1008,18569.3,21360.8
143,4,4,4,28,28,66440,6602,10,7120,61260,707,17566.9,20063.3
153,4,4,4,28,28,103760,10222,10,10180,71820,1002,16901.1,19097.9
163,4,4,4,28,28,112360,11005,10,11240,82840,1100,15796.3,17176.8
174,4,4,4,28,28,87680,8299,10,9160,92120,867,15109.7,16179.4
184,4,4,4,28,28,72480,7119,10,7820,100700,768,14886.4,16142.8
