time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,3060,304,10,740,520,73,56.2,211.0
40,4,4,4,30,30,38380,3592,10,4200,4740,393,30.4,34.9
51,4,4,4,30,30,44880,4424,10,4580,9240,451,25.4,28.0
61,4,4,4,30,30,66680,6573,10,6100,15640,601,21.7,30.3
71,4,4,4,30,30,75860,7462,10,7180,23140,706,18.7,23.6
81,4,4,4,30,30,74260,7306,10,8100,30800,797,17.1,22.2
91,4,4,4,30,30,102300,10102,10,11080,41680,1094,15.5,19.0
101,4,4,4,30,30,88700,8806,10,9020,50860,895,14.5,17.1
111,4,4,4,30,30,85120,8427,10,9040,59900,895,13.8,16.5
121,4,4,4,30,30,105080,10442,10,10000,70440,993,13.2,15.7
132,4,4,4,30,30,145760,14374,10,15360,85660,1514,12.1,14.0
142,4,4,4,30,30,116040,11534,10,11500,97140,1143,11.6,13.2
152,4,4,4,30,30,125720,12437,10,12180,109880,1204,11.3,13.4
162,4,4,4,30,30,157300,15662,10,15980,125580,1591,10.8,12.6
172,4,4,4,30,30,125140,12379,10,12960,138260,1282,10.4,12.0
182,4,4,4,30,30,136800,13614,10,14340,152460,1427,10.1,11.5
