time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,13880,1382,1,1700,1300,169,1308.8,1308.8
40,4,4,4,19,19,44560,4324,1,4860,5480,471,1390.5,1390.5
50,4,4,4,19,19,76700,7564,1,7740,12780,763,1315.5,1315.5
60,4,4,4,19,19,113700,11311,1,11660,24580,1159,1157.4,1157.4
70,4,4,4,19,19,94300,9373,1,9880,34120,982,1031.5,1031.5
80,4,4,4,19,19,126840,12608,1,13200,47620,1312,926.5,926.5
90,4,4,4,19,19,203460,20088,1,20860,67940,2059,806.3,806.3
101,4,4,4,19,19,244260,24318,1,25100,93620,2499,683.4,683.4
111,4,4,4,19,19,274720,27229,1,28020,122060,2777,591.6,591.6
121,4,4,4,19,19,299900,29870,1,30880,152260,3075,544.6,544.6
131,4,4,4,19,19,302300,30148,1,30860,183160,3077,499.5,499.5
141,4,4,4,19,19,296880,29278,1,30700,213420,3027,469.9,469.9
151,4,4,4,19,19,321960,32045,1,33960,246960,3380,449.0,449.0
161,4,4,4,19,19,357680,35424,1,35100,283840,3476,421.5,421.5
171,4,4,4,19,19,304480,30221,1,31640,314620,3140,404.8,404.8
181,4,4,4,19,19,343480,33967,1,35220,349420,3482,398.3,398.3
