time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,20,1,1,0,0,0,0.0,0.0
40,4,4,4,19,19,7200,715,1,900,760,89,7.9,7.9
50,4,4,4,19,19,8100,802,1,820,1560,81,9.4,9.4
60,4,4,4,19,19,27440,2727,1,2640,4400,262,7.1,7.1
70,4,4,4,19,19,24500,2436,1,2620,6900,260,5.9,5.9
80,4,4,4,19,19,33100,3297,1,3460,10260,344,4.9,4.9
90,4,4,4,19,19,46600,4634,1,4820,14940,479,4.0,4.0
100,4,4,4,19,19,43220,4299,1,4520,19360,449,3.6,3.6
110,4,4,4,19,19,49380,4919,1,4920,24500,490,3.2,3.2
120,4,4,4,19,19,61220,6103,1,6240,30620,622,2.9,2.9
130,4,4,4,19,19,57740,5760,1,6020,36580,600,2.7,2.7
140,4,4,4,19,19,56620,5649,1,6000,42400,598,2.5,2.5
150,4,4,4,19,19,67380,6713,1,6940,49340,691,2.4,2.4
160,4,4,4,19,19,53640,5347,1,5280,54860,526,2.3,2.3
170,4,4,4,19,19,56620,5637,1,5880,60560,585,2.3,2.3
180,4,4,4,19,19,70960,7080,1,6740,67860,672,2.2,2.2
