time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,14280,1421,1,1640,460,163,3730.3,3730.3
40,4,4,4,21,21,68740,6635,1,8280,8380,799,1750.5,1750.5
50,4,4,4,21,21,78600,7782,1,7480,16340,740,1429.4,1429.4
60,4,4,4,21,21,77420,7714,1,7140,24120,711,1362.7,1362.7
70,4,4,4,21,21,145360,14315,1,15080,39060,1485,1061.4,1061.4
81,4,4,4,21,21,137900,13660,1,13360,52980,1323,940.0,940.0
91,4,4,4,21,21,141780,14113,1,14500,67700,1443,870.0,870.0
101,4,4,4,21,21,252980,25189,1,25960,93300,2584,719.5,719.5
111,4,4,4,21,21,221540,22004,1,22740,116720,2258,643.6,643.6
121,4,4,4,21,21,191240,19040,1,19460,135760,1937,619.5,619.5
131,4,4,4,21,21,259740,25875,1,26320,162500,2622,571.1,571.1
141,4,4,4,21,21,406980,40443,1,40580,204160,4032,507.1,507.1
151,4,4,4,21,21,228640,22741,1,24580,227660,2444,490.1,490.1
161,4,4,4,21,21,293460,29078,1,30420,258200,3014,459.9,459.9
171,4,4,4,21,21,390340,38820,1,40040,297460,3982,435.6,435.6
181,4,4,4,21,21,282460,28153,1,30060,326980,2996,423.9,423.9
