time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,0,0,0,0,0.0,0.0
20,4,2,2,21,21,28260,2771,1,2840,2860,278,569.7,569.7
30,4,2,2,21,21,104280,10031,1,10660,13180,1025,694.2,694.2
40,4,2,2,21,21,93360,9197,1,8500,23240,837,690.4,690.4
50,4,2,2,21,21,126560,12549,1,12820,35180,1271,615.4,615.4
60,4,2,2,21,21,233740,23144,1,23900,59040,2366,492.3,492.3
70,4,2,2,21,21,228600,22723,1,23640,82360,2349,437.7,437.7
81,4,2,2,21,21,218140,21753,1,22580,105220,2251,405.4,405.4
91,4,2,2,21,21,394160,38703,1,40080,145560,3935,362.4,362.4
101,4,2,2,21,21,315140,31407,1,31460,177360,3135,346.8,346.8
111,4,2,2,21,21,280700,27935,1,29180,206800,2904,330.6,330.6
121,4,2,2,21,21,429020,42735,1,43940,249980,4376,300.9,300.9
131,4,2,2,21,21,315700,31484,1,32340,282140,3225,295.5,295.5
141,4,2,2,21,21,322860,31979,1,32780,315220,3246,286.3,286.3
151,4,2,2,21,21,476420,47471,1,47260,364080,4709,277.8,277.8
161,4,2,2,21,21,298980,29648,1,30720,394840,3046,273.9,273.9
171,4,2,2,21,21,342640,33907,1,35360,430040,3499,270.3,270.3
181,4,2,2,21,21,473680,46940,1,48780,478760,4834,263.9,263.9
