time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,0,0,1,0,0,0,0.0,0.0
40,4,4,4,19,19,7000,696,1,800,780,79,7.8,7.8
50,4,4,4,19,19,15500,1534,1,1640,2280,162,6.4,6.4
60,4,4,4,19,19,17720,1763,1,1960,4160,195,5.5,5.5
70,4,4,4,19,19,27620,2748,1,2820,6980,280,5.1,5.1
80,4,4,4,19,19,33500,3325,1,3300,10320,327,4.2,4.2
90,4,4,4,19,19,24620,2453,1,2680,12780,267,3.8,3.8
100,4,4,4,19,19,60920,6067,1,6060,19060,603,3.2,3.2
110,4,4,4,19,19,55800,5556,1,6060,24880,603,2.8,2.8
120,4,4,4,19,19,44420,4433,1,4240,29400,423,2.7,2.7
130,4,4,4,19,19,54840,5470,1,5700,34960,568,2.5,2.5
140,4,4,4,19,19,71780,7156,1,7380,42360,735,2.4,2.4
150,4,4,4,19,19,50900,5076,1,5020,47520,500,2.3,2.3
160,4,4,4,19,19,55400,5528,1,5900,53240,588,2.2,2.2
170,4,4,4,19,19,75880,7544,1,7500,61000,745,2.1,2.1
180,4,4,4,19,19,47680,4755,1,4820,65940,480,2.1,2.1
