time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
30,4,4,4,28,28,80,7,10,0,0,0,0.0,0.0
40,4,4,4,28,28,6280,624,10,1320,1140,131,32.6,50.8
50,4,4,4,28,28,39380,3848,10,3700,5220,361,26.2,30.6
60,4,4,4,28,28,40180,3994,10,3920,9320,389,25.4,31.9
70,4,4,4,28,28,60380,5940,10,6300,15180,619,21.5,26.7
80,4,4,4,28,28,72400,7133,10,7080,22500,697,18.8,22.6
91,4,4,4,28,28,74620,7353,10,7240,30240,713,17.4,19.3
101,4,4,4,28,28,89780,8910,10,9460,39800,938,15.7,17.2
111,4,4,4,28,28,108980,10809,10,10860,50980,1077,14.3,15.5
121,4,4,4,28,28,109160,10783,10,11480,62420,1134,13.2,14.2
131,4,4,4,28,28,142540,14147,10,14560,76940,1445,12.0,12.9
141,4,4,4,28,28,141300,14066,10,14280,91380,1421,11.2,12.1
151,4,4,4,28,28,104060,10218,10,10060,101580,987,11.2,11.8
161,4,4,4,28,28,137100,13639,10,13460,115240,1339,10.7,11.2
171,4,4,4,28,28,151800,15095,10,15220,130620,1513,10.2,10.7
181,4,4,4,28,28,153740,15203,10,15120,146380,1495,9.9,10.6
