time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
30,4,4,4,28,28,4440,441,10,680,900,67,41.3,68.5
40,4,4,4,28,28,36240,3500,10,3820,4740,369,27.7,40.3
50,4,4,4,28,28,48420,4781,10,4700,9620,464,23.8,32.0
60,4,4,4,28,28,72020,7055,10,7040,16720,689,19.8,24.9
71,4,4,4,28,28,71620,7087,10,7100,23760,702,18.0,22.0
81,4,4,4,28,28,70020,6914,10,7000,31060,691,16.7,19.9
91,4,4,4,28,28,74900,7407,10,8200,39060,810,16.3,18.3
101,4,4,4,28,28,119560,11861,10,12400,51260,1230,14.3,15.8
111,4,4,4,28,28,115000,11390,10,11680,63420,1156,13.0,14.3
121,4,4,4,28,28,134260,13294,10,14200,77060,1406,12.1,13.4
131,4,4,4,28,28,149320,14776,10,15120,92160,1496,11.2,12.4
141,4,4,4,28,28,120580,11883,10,12360,104140,1218,10.7,11.8
151,4,4,4,28,28,161540,16083,10,16360,120040,1628,10.2,11.1
161,4,4,4,28,28,159940,15813,10,16220,136520,1603,9.6,10.5
172,4,4,4,28,28,137580,13666,10,13540,150620,1344,9.3,10.1
182,4,4,4,28,28,155540,15455,10,16040,167400,1593,9.1,9.7
