time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,1680,165,1,200,220,19,7.0,7.0
40,4,4,4,21,21,29900,2879,1,2880,3240,277,3.8,3.8
50,4,4,4,21,21,24540,2437,1,2580,5880,256,3.5,3.5
60,4,4,4,21,21,15520,1542,1,1420,7420,141,3.7,3.7
70,4,4,4,21,21,32460,3235,1,3200,10720,318,3.7,3.7
81,4,4,4,21,21,36340,3626,1,3520,14400,351,3.5,3.5
91,4,4,4,21,21,31840,3169,1,3260,17740,324,3.2,3.2
101,4,4,4,21,21,59840,5963,1,6500,23820,647,2.9,2.9
111,4,4,4,21,21,43200,4305,1,4220,28120,420,2.8,2.8
121,4,4,4,21,21,40040,3992,1,4180,32240,416,2.7,2.7
131,4,4,4,21,21,67820,6756,1,6680,39260,665,2.5,2.5
141,4,4,4,21,21,51080,5095,1,4960,44380,494,2.5,2.5
151,4,4,4,21,21,46820,4670,1,5020,49320,500,2.4,2.4
161,4,4,4,21,21,51540,5142,1,4960,54620,494,2.3,2.3
171,4,4,4,21,21,71080,7089,1,7500,61800,748,2.2,2.2
181,4,4,4,21,21,46480,4632,1,4740,66660,472,2.2,2.2
