time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,3440,341,1,400,400,39,9.5,9.5
40,4,4,4,19,19,17100,1662,1,1800,2080,175,5.9,5.9
50,4,4,4,19,19,21840,2143,1,2380,4320,233,5.3,5.3
60,4,4,4,19,19,6660,661,1,600,5040,59,5.9,5.9
70,4,4,4,19,19,21680,2153,1,2280,7240,226,5.2,5.2
80,4,4,4,19,19,51100,5089,1,5160,12380,513,4.0,4.0
90,4,4,4,19,19,20220,2011,1,1900,14440,188,4.0,4.0
100,4,4,4,19,19,41200,4107,1,4380,18600,436,3.5,3.5
110,4,4,4,19,19,69620,6942,1,7240,25800,721,3.0,3.0
121,4,4,4,19,19,47120,4700,1,4660,30580,464,2.8,2.8
131,4,4,4,19,19,51960,5187,1,4880,36040,487,2.6,2.6
141,4,4,4,19,19,76480,7635,1,7940,43880,792,2.4,2.4
151,4,4,4,19,19,49700,4957,1,5080,49020,506,2.4,2.4
161,4,4,4,19,19,56840,5665,1,5660,54920,564,2.3,2.3
171,4,4,4,19,19,74640,7446,1,8060,62360,804,2.2,2.2
181,4,4,4,19,19,36400,3632,1,3720,66120,371,2.2,2.2
