time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,29100,2869,1,3260,2280,321,1208.7,1208.7
30,4,2,2,19,19,119580,11743,1,12820,14380,1258,824.0,824.0
40,4,2,2,19,19,185000,18452,1,19160,33140,1911,721.0,721.0
50,4,2,2,19,19,106160,10546,1,10600,43720,1053,660.6,660.6
60,4,2,2,19,19,208340,20782,1,21400,66120,2134,536.5,536.5
70,4,2,2,19,19,433180,42703,1,44180,109540,4355,418.8,418.8
80,4,2,2,19,19,289560,28692,1,28940,139100,2867,394.2,394.2
90,4,2,2,19,19,415660,41219,1,42560,181780,4220,345.5,345.5
100,4,2,2,19,19,584240,57891,1,60160,241260,5961,306.7,306.7
110,4,2,2,19,19,384520,38283,1,40360,280520,4018,295.0,295.0
120,4,2,2,19,19,451020,44819,1,45480,326780,4519,278.6,278.6
131,4,2,2,19,19,363020,36024,1,36480,363620,3620,269.2,269.2
141,4,2,2,19,19,502100,49950,1,52040,415420,5177,259.3,259.3
151,4,2,2,19,19,481340,47222,1,49060,464500,4813,250.3,250.3
161,4,2,2,19,19,465380,46265,1,48640,512540,4835,242.5,242.5
171,4,2,2,19,19,506980,50360,1,51520,564500,5117,237.7,237.7
181,4,2,2,19,19,429680,42601,1,44720,608320,4433,233.7,233.7
