time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,19340,1930,10,6760,340,674,1038.0,3325.5
41,4,4,4,30,30,66900,6012,10,6580,3320,591,8823.4,10150.1
51,4,4,4,30,30,40000,3953,10,1940,5480,191,12448.3,13626.0
61,4,4,4,30,30,46120,4504,10,3840,9260,375,18329.8,20703.4
72,4,4,4,30,30,54080,5197,10,4780,13700,459,22512.1,28480.6
82,4,4,4,30,30,74440,7197,10,7020,20520,678,22313.1,25712.1
92,4,4,4,30,30,55160,5326,10,6000,26920,579,21332.0,25628.5
102,4,4,4,30,30,102200,9974,10,10080,37520,983,19090.6,22828.9
113,4,4,4,30,30,53400,5171,10,6300,43580,610,17990.4,20560.4
123,4,4,4,30,30,90140,8854,10,9380,52700,921,17232.0,19776.7
134,4,4,4,30,30,69020,6472,10,7680,60680,720,16694.0,19122.4
144,4,4,4,30,30,82580,7941,10,7700,68420,740,16281.1,18916.6
154,4,4,4,30,30,109880,10900,10,10760,79580,1067,15649.1,18581.9
164,4,4,4,30,30,82680,8182,10,8800,88180,870,15116.5,18249.0
174,4,4,4,30,30,77480,7606,10,8900,97040,873,14686.2,17275.5
185,4,4,4,30,30,104020,10244,10,9520,106320,937,14365.1,16464.5
