time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,20,1,1,0,0,0,0.0,0.0
40,4,4,4,19,19,11740,1170,1,1280,1240,127,3.9,3.9
50,4,4,4,19,19,22380,2210,1,2480,3500,244,3.5,3.5
60,4,4,4,19,19,20560,2046,1,2180,5660,217,3.9,3.9
70,4,4,4,19,19,28400,2803,1,3140,8540,309,3.6,3.6
80,4,4,4,19,19,48960,4876,1,4840,13460,482,3.1,3.1
90,4,4,4,19,19,38620,3830,1,4040,17420,400,3.1,3.1
100,4,4,4,19,19,49260,4917,1,4980,22520,497,2.8,2.8
110,4,4,4,19,19,50760,5060,1,5140,27640,512,2.6,2.6
120,4,4,4,19,19,64780,6452,1,6540,34320,651,2.4,2.4
130,4,4,4,19,19,55380,5529,1,6180,39980,617,2.3,2.3
140,4,4,4,19,19,55480,5532,1,5620,45560,560,2.2,2.2
150,4,4,4,19,19,68560,6842,1,7180,52700,716,2.1,2.1
160,4,4,4,19,19,56000,5587,1,6140,58360,612,2.1,2.1
170,4,4,4,19,19,61540,6127,1,6440,64600,641,2.0,2.0
181,4,4,4,19,19,76520,7553,1,7640,72480,754,2.0,2.0
