time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,4600,458,10,980,860,97,48.0,136.8
40,4,4,4,30,30,38540,3722,10,3980,4900,384,30.0,55.9
50,4,4,4,30,30,45040,4395,10,4160,9540,405,25.4,38.1
60,4,4,4,30,30,53120,5221,10,4860,14700,477,23.4,31.1
71,4,4,4,30,30,65660,6431,10,6180,21420,605,21.1,25.8
81,4,4,4,30,30,79600,7813,10,8200,29520,804,18.6,22.4
91,4,4,4,30,30,82880,8072,10,8900,38420,866,17.2,19.3
101,4,4,4,30,30,98800,9672,10,10220,48340,1000,15.7,18.3
111,4,4,4,30,30,98200,9728,10,10360,59000,1026,14.5,16.6
122,4,4,4,30,30,94180,9351,10,9300,68520,923,13.9,15.8
132,4,4,4,30,30,129840,12827,10,13460,81880,1329,12.9,14.4
142,4,4,4,30,30,137860,13661,10,13680,95800,1355,12.0,13.3
152,4,4,4,30,30,130080,12943,10,13460,108740,1339,11.8,12.7
162,4,4,4,30,30,153380,15174,10,14760,123980,1460,11.1,12.0
172,4,4,4,30,30,139240,13840,10,13500,138380,1341,10.7,11.5
182,4,4,4,30,30,136660,13618,10,13900,152480,1385,10.3,11.0
