time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,29420,2929,10,7560,200,752,1279.0,3771.0
41,4,4,4,30,30,58140,5258,10,4960,2540,448,10947.2,13069.0
51,4,4,4,30,30,54500,5387,10,4560,7040,450,14828.6,19876.0
61,4,4,4,30,30,46400,4564,10,3960,10780,389,17310.9,23687.9
71,4,4,4,30,30,49680,4786,10,5380,16260,518,19928.3,28742.3
82,4,4,4,30,30,60000,5854,10,6140,22000,599,22729.5,37687.7
92,4,4,4,30,30,61980,6112,10,7380,28080,727,23575.6,42255.7
102,4,4,4,30,30,89620,8762,10,9200,37020,899,20691.4,34994.1
112,4,4,4,30,30,95500,9315,10,9640,46660,940,19071.6,32366.6
122,4,4,4,30,30,65180,6445,10,6240,53340,617,18444.5,31416.2
133,4,4,4,30,30,113640,11067,10,11260,64700,1096,17707.4,30349.2
143,4,4,4,30,30,91240,9073,10,8740,74220,869,16972.0,29062.3
153,4,4,4,30,30,101220,10005,10,9620,83940,950,16284.3,27666.9
163,4,4,4,30,30,150040,14826,10,15420,99660,1523,14946.4,24174.5
173,4,4,4,30,30,133740,13220,10,14640,113700,1447,13671.8,21739.4
183,4,4,4,30,30,83320,8243,10,8880,122980,878,13358.7,21034.1
