time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,12960,1281,1,1260,500,124,3602.0,3602.0
40,4,4,4,19,19,47800,4614,1,5160,5840,498,2155.6,2155.6
50,4,4,4,19,19,72980,7195,1,7400,13240,729,1880.7,1880.7
60,4,4,4,19,19,59580,5883,1,5960,19360,588,1752.3,1752.3
71,4,4,4,19,19,101560,10007,1,9580,29480,944,1398.7,1398.7
81,4,4,4,19,19,175860,17474,1,18840,47620,1872,1109.2,1109.2
91,4,4,4,19,19,132200,13139,1,13280,61040,1319,985.1,985.1
101,4,4,4,19,19,195400,19358,1,19460,80880,1927,842.6,842.6
111,4,4,4,19,19,392120,38678,1,40560,121720,4000,652.1,652.1
121,4,4,4,19,19,175520,17476,1,17760,139260,1768,632.9,632.9
131,4,4,4,19,19,208540,20760,1,20380,160420,2028,606.7,606.7
141,4,4,4,19,19,385720,38445,1,40600,199860,4046,544.6,544.6
151,4,4,4,19,19,268240,26717,1,27620,227260,2750,516.3,516.3
161,4,4,4,19,19,293260,29110,1,30420,256820,3019,489.4,489.4
171,4,4,4,19,19,426480,42389,1,43500,300780,4323,458.4,458.4
181,4,4,4,19,19,234680,23402,1,23940,324880,2387,451.6,451.6
