time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,2680,267,10,500,420,49,38.1,65.0
40,4,4,4,30,30,33220,3121,10,3560,4160,334,32.0,42.9
51,4,4,4,30,30,36340,3573,10,3740,7820,367,27.5,34.2
61,4,4,4,30,30,49060,4866,10,4820,12480,478,26.2,32.4
71,4,4,4,30,30,58880,5815,10,5820,18620,574,23.4,28.1
81,4,4,4,30,30,62660,6165,10,6100,24760,600,21.2,24.6
91,4,4,4,30,30,75040,7402,10,7360,32600,726,19.3,21.2
101,4,4,4,30,30,93980,9202,10,9840,42580,963,17.2,19.1
111,4,4,4,30,30,73500,7282,10,7620,50180,754,16.4,18.0
121,4,4,4,30,30,102740,10230,10,10580,61060,1053,15.2,16.7
131,4,4,4,30,30,134280,13369,10,13520,74520,1346,13.8,14.8
142,4,4,4,30,30,118240,11507,10,12560,86900,1222,12.9,13.8
152,4,4,4,30,30,118420,11793,10,11760,98480,1171,12.6,13.9
162,4,4,4,30,30,144980,14441,10,14500,113160,1444,11.9,13.1
172,4,4,4,30,30,143260,14278,10,14120,127640,1407,11.3,12.4
182,4,4,4,30,30,152360,15169,10,16260,143140,1618,10.7,11.7
