time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,0,0,0,0,0.0,0.0
20,4,2,2,30,30,47220,4669,10,10420,660,1030,1788.1,4350.0
31,4,2,2,30,30,77500,6560,10,4280,5540,362,9934.7,10979.8
42,4,2,2,30,30,79720,7789,10,7520,13480,734,13693.6,17141.2
52,4,2,2,30,30,84960,8378,10,8900,21860,877,15079.5,20366.8
62,4,2,2,30,30,115820,11334,10,11160,33060,1092,13600.0,18379.5
72,4,2,2,30,30,133480,13194,10,14200,47080,1403,12068.1,15692.0
82,4,2,2,30,30,97560,9700,10,9480,56540,942,11620.1,15117.1
92,4,2,2,30,30,164520,16165,10,17000,74120,1670,10553.7,13382.2
102,4,2,2,30,30,133940,13299,10,12300,87340,1221,9916.3,12434.7
113,4,2,2,30,30,199400,19614,10,22080,109280,2171,9199.7,11593.9
123,4,2,2,30,30,204860,20205,10,21660,130120,2136,8810.6,11445.7
133,4,2,2,30,30,210020,20559,10,21560,151120,2110,8312.5,10900.3
143,4,2,2,30,30,162360,15953,10,15620,167060,1534,8153.0,10767.2
153,4,2,2,30,30,249160,24453,10,24880,192500,2441,7895.6,10576.0
164,4,2,2,30,30,246060,24125,10,25240,218080,2474,7508.8,10084.8
174,4,2,2,30,30,219540,21447,10,24200,241520,2364,7192.4,9653.1
184,4,2,2,30,30,273700,26598,10,26320,267920,2557,6956.2,9310.1
