time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,38720,3795,10,10140,520,993,2209.1,4444.3
31,4,2,2,28,28,41680,3568,10,1560,2300,133,9030.1,12831.3
42,4,2,2,28,28,25100,2477,10,940,3400,92,12192.2,14329.6
52,4,2,2,28,28,43760,4304,10,4660,7820,458,21221.6,25297.2
62,4,2,2,28,28,38600,3811,10,2720,11120,268,24816.3,26948.3
72,4,2,2,28,28,98700,9575,10,8340,19980,809,25455.6,30753.2
82,4,2,2,28,28,83740,8341,10,10080,30100,1004,20507.5,23874.9
92,4,2,2,28,28,68820,6780,10,6660,37500,656,18487.8,21065.2
103,4,2,2,28,28,38060,3720,10,3860,41300,377,18256.0,20875.2
113,4,2,2,28,28,102020,9993,10,10680,52120,1046,17723.9,21017.9
123,4,2,2,28,28,55960,5493,10,5800,57880,569,17284.6,20659.8
133,4,2,2,28,28,113320,11223,10,11900,69820,1178,16343.7,19372.7
143,4,2,2,28,28,100080,9955,10,10420,79920,1036,15298.7,17710.0
153,4,2,2,28,28,10640,1035,10,700,80800,68,15338.7,17710.0
164,4,2,2,28,28,33960,3330,10,2920,83680,286,15520.3,17765.6
174,4,2,2,28,28,60400,5875,10,6820,89980,663,16457.5,18820.3
184,4,2,2,28,28,93100,8958,10,8200,98000,789,16441.6,18716.9
