time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,8160,809,1,840,900,83,3.9,3.9
30,4,2,2,19,19,42060,4115,1,4400,5160,430,3.0,3.0
40,4,2,2,19,19,46060,4589,1,5080,9820,506,2.5,2.5
50,4,2,2,19,19,50820,5068,1,5520,14920,550,2.1,2.1
60,4,2,2,19,19,85400,8516,1,9560,23720,953,1.8,1.8
70,4,2,2,19,19,70040,6976,1,7140,30820,711,1.7,1.7
80,4,2,2,19,19,60240,5998,1,6220,37060,619,1.6,1.6
90,4,2,2,19,19,92700,9226,1,9780,46500,973,1.5,1.5
100,4,2,2,19,19,69280,6896,1,7700,53620,766,1.5,1.5
110,4,2,2,19,19,67440,6729,1,6560,60500,654,1.5,1.5
120,4,2,2,19,19,95920,9573,1,9240,70460,922,1.4,1.4
130,4,2,2,19,19,75200,7501,1,7340,78060,732,1.4,1.4
140,4,2,2,19,19,69000,6881,1,7040,85200,702,1.4,1.4
150,4,2,2,19,19,68900,6872,1,7140,92300,712,1.4,1.4
160,4,2,2,19,19,95740,9543,1,9740,102120,970,1.4,1.4
170,4,2,2,19,19,70860,7069,1,7060,109340,704,1.4,1.4
180,4,2,2,19,19,72500,7237,1,6760,116820,674,1.3,1.3
