time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,33380,3324,10,7500,620,747,1821.5,4165.2
40,4,4,4,30,30,42780,4088,10,4620,2200,441,5232.2,8772.0
50,4,4,4,30,30,38600,3845,10,2920,5300,290,14010.5,15808.0
60,4,4,4,30,30,36840,3617,10,3000,7960,294,17782.1,21823.9
71,4,4,4,30,30,59340,5687,10,5780,13400,554,22107.9,28931.6
81,4,4,4,30,30,64860,6378,10,6280,19440,617,24669.8,34922.6
91,4,4,4,30,30,34980,3402,10,3520,22800,342,25095.3,34920.2
102,4,4,4,30,30,47380,4624,10,4900,27120,478,24322.5,33111.9
112,4,4,4,30,30,53560,5220,10,5360,32800,522,22880.9,31625.5
122,4,4,4,30,30,54960,5381,10,5660,38280,554,21983.3,30099.7
132,4,4,4,30,30,85260,8493,10,9700,47660,966,20321.6,27896.7
142,4,4,4,30,30,84160,8372,10,8040,56540,799,19039.9,24274.6
152,4,4,4,30,30,91080,8984,10,9200,65540,907,18013.0,21414.3
162,4,4,4,30,30,94260,9328,10,10140,75200,1003,17007.9,20294.6
172,4,4,4,30,30,106700,10508,10,10560,85980,1039,16262.4,20378.3
183,4,4,4,30,30,68020,6622,10,6860,93220,667,15892.6,20496.0
