time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,18300,1822,1,2380,1400,236,1874.1,1874.1
40,4,4,4,19,19,46260,4387,1,4940,6540,468,1898.8,1898.8
50,4,4,4,19,19,70060,6920,1,6560,13100,647,1850.5,1850.5
61,4,4,4,19,19,48880,4664,1,4400,17820,419,1839.8,1839.8
71,4,4,4,19,19,74180,7351,1,8380,26040,830,1584.8,1584.8
81,4,4,4,19,19,114640,11425,1,11620,37620,1158,1406.9,1406.9
91,4,4,4,19,19,115540,11487,1,11540,49480,1147,1256.3,1256.3
101,4,4,4,19,19,142940,14183,1,14100,63600,1399,1110.7,1110.7
111,4,4,4,19,19,287720,28266,1,30120,93320,2959,871.3,871.3
121,4,4,4,19,19,236080,23530,1,25680,117740,2559,756.5,756.5
131,4,4,4,19,19,285020,28256,1,27780,146260,2754,669.1,669.1
142,4,4,4,19,19,384420,38269,1,39860,185740,3968,584.4,584.4
152,4,4,4,19,19,206480,20565,1,20640,206680,2055,566.8,566.8
162,4,4,4,19,19,279920,27731,1,28740,235340,2847,531.6,531.6
172,4,4,4,19,19,381180,37729,1,38160,274440,3777,499.5,499.5
182,4,4,4,19,19,277020,27602,1,27680,302960,2758,481.2,481.2
