time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,0,0,0,0,0.0,0.0
20,4,2,2,30,30,23320,2304,10,7940,20,784,335.0,3350.0
31,4,2,2,30,30,62060,5540,10,4400,2360,392,8845.8,10134.0
41,4,2,2,30,30,73360,7180,10,5900,8360,577,14737.6,16121.6
51,4,2,2,30,30,58800,5680,10,5800,14120,560,17190.3,19615.9
61,4,2,2,30,30,92080,9150,10,9260,23920,920,15917.9,17821.4
72,4,2,2,30,30,76580,7381,10,7280,31180,701,15688.6,18583.4
82,4,2,2,30,30,82040,8178,10,8540,39520,851,15257.0,18277.8
92,4,2,2,30,30,106360,10511,10,11540,51140,1140,14013.9,16644.4
102,4,2,2,30,30,86060,8452,10,8440,59240,828,13484.6,16100.8
113,4,2,2,30,30,174680,16618,10,18040,77260,1716,12196.2,14288.0
123,4,2,2,30,30,103980,10278,10,10540,87920,1041,11867.8,13891.7
133,4,2,2,30,30,176920,17372,10,17440,105760,1712,10921.8,12902.1
143,4,2,2,30,30,128200,12683,10,13980,119580,1383,10515.5,12567.1
153,4,2,2,30,30,203740,20100,10,21040,140760,2075,9889.3,12021.7
163,4,2,2,30,30,128960,12653,10,11860,153100,1163,9674.2,11841.5
174,4,2,2,30,30,155100,15273,10,16600,169620,1634,9503.7,11722.8
184,4,2,2,30,30,191600,18819,10,19600,190380,1925,9206.7,11518.3
