time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,46620,4612,10,9600,160,949,1486.2,4200.0
30,4,2,2,28,28,43120,4009,10,3100,2620,288,10331.1,12592.6
41,4,2,2,28,28,63260,6034,10,5220,7820,497,16603.1,18838.2
51,4,2,2,28,28,45480,4470,10,4820,12560,473,19806.3,24273.0
61,4,2,2,28,28,47980,4689,10,5280,18020,516,21070.7,26492.4
72,4,2,2,28,28,60880,5787,10,5540,23140,526,20766.0,25977.3
82,4,2,2,28,28,66920,6570,10,5980,29220,587,20375.7,24906.6
93,4,2,2,28,28,68740,6481,10,7880,37260,742,18996.9,21913.7
103,4,2,2,28,28,63200,6116,10,7520,45080,727,17637.7,19686.7
113,4,2,2,28,28,134500,13324,10,13160,57840,1303,15864.3,16127.5
123,4,2,2,28,28,83040,8089,10,8980,67660,874,15027.2,16020.0
133,4,2,2,28,28,128040,12717,10,12820,79960,1273,14093.9,15756.7
143,4,2,2,28,28,156680,15469,10,15620,95820,1542,13006.4,14725.4
154,4,2,2,28,28,96420,9556,10,9980,104900,989,12763.0,14600.6
164,4,2,2,28,28,182360,18129,10,19200,124660,1908,11783.6,13889.0
174,4,2,2,28,28,141360,13899,10,14420,138600,1417,11293.6,13577.2
184,4,2,2,28,28,163160,16159,10,16000,154840,1584,10975.2,13273.7
