time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,10480,1041,1,1240,40,123,1128.0,1128.0
40,4,4,4,21,21,32400,3221,1,3600,3660,357,3342.6,3342.6
50,4,4,4,21,21,70200,6840,1,7480,11480,728,1802.7,1802.7
60,4,4,4,21,21,109580,10881,1,11120,22400,1104,1482.1,1482.1
70,4,4,4,21,21,136300,13495,1,13720,36160,1358,1143.1,1143.1
80,4,4,4,21,21,148460,14779,1,15240,51020,1517,968.6,968.6
91,4,4,4,21,21,173040,17046,1,18380,68780,1810,883.2,883.2
101,4,4,4,21,21,205800,20303,1,21260,90560,2097,750.3,750.3
111,4,4,4,21,21,249300,24649,1,25800,115580,2550,649.6,649.6
121,4,4,4,21,21,210080,20855,1,20420,137560,2027,604.4,604.4
131,4,4,4,21,21,218760,21793,1,22560,159080,2247,572.3,572.3
141,4,4,4,21,21,220400,21932,1,22660,181580,2254,543.6,543.6
151,4,4,4,21,21,283240,28135,1,28960,210980,2876,521.9,521.9
161,4,4,4,21,21,259780,25897,1,26820,237560,2673,501.2,501.2
171,4,4,4,21,21,286440,28473,1,30160,266720,2998,470.3,470.3
181,4,4,4,21,21,285340,28409,1,29340,296080,2921,462.4,462.4
