time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,14760,1456,1,2140,1340,211,1778.2,1778.2
40,4,4,4,19,19,41620,4020,1,4320,5520,417,2140.5,2140.5
50,4,4,4,19,19,133220,13216,1,13540,18940,1343,1267.1,1267.1
60,4,4,4,19,19,103680,10324,1,10400,29180,1035,1110.6,1110.6
70,4,4,4,19,19,148480,14774,1,14840,45220,1476,819.2,819.2
80,4,4,4,19,19,259080,25794,1,26340,70880,2622,658.8,658.8
90,4,4,4,19,19,195080,19397,1,19900,91620,1978,595.6,595.6
101,4,4,4,19,19,269960,26832,1,28620,118500,2844,529.8,529.8
111,4,4,4,19,19,276940,27539,1,28040,146940,2788,485.5,485.5
121,4,4,4,19,19,311840,31062,1,32260,178500,3213,458.6,458.6
131,4,4,4,19,19,291700,28961,1,29660,208540,2944,431.3,431.3
141,4,4,4,19,19,312780,31147,1,31420,240360,3128,409.0,409.0
151,4,4,4,19,19,362860,36080,1,36380,277640,3617,395.7,395.7
161,4,4,4,19,19,298180,29678,1,31140,308240,3099,384.2,384.2
171,4,4,4,19,19,339840,33848,1,34560,342620,3442,370.0,370.0
181,4,4,4,19,19,353460,35079,1,36060,379480,3578,364.6,364.6
