time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,0,0,1,0,0,0,0.0,0.0
30,4,2,2,19,19,19460,1929,1,1740,2040,172,2.8,2.8
40,4,2,2,19,19,24500,2433,1,2520,4560,250,3.2,3.2
50,4,2,2,19,19,62260,6207,1,6280,10980,626,2.2,2.2
60,4,2,2,19,19,67140,6699,1,6940,17820,692,1.8,1.8
70,4,2,2,19,19,70700,7047,1,7080,25180,705,1.7,1.7
80,4,2,2,19,19,90860,9054,1,9620,34360,958,1.5,1.5
90,4,2,2,19,19,72620,7235,1,7360,41860,733,1.5,1.5
100,4,2,2,19,19,68180,6786,1,6960,48820,692,1.4,1.4
110,4,2,2,19,19,88940,8872,1,8780,58040,875,1.4,1.4
120,4,2,2,19,19,66900,6674,1,7260,64720,724,1.4,1.4
130,4,2,2,19,19,73080,7294,1,7520,72240,750,1.4,1.4
140,4,2,2,19,19,65120,6497,1,6760,78820,674,1.4,1.4
150,4,2,2,19,19,93820,9351,1,10040,88460,1000,1.4,1.4
160,4,2,2,19,19,70960,7081,1,6960,95640,694,1.4,1.4
170,4,2,2,19,19,69320,6918,1,7440,102840,742,1.3,1.3
180,4,2,2,19,19,94360,9418,1,9120,112480,910,1.3,1.3
