time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,17840,1740,1,2080,1040,202,2583.7,2583.7
30,4,2,2,19,19,75620,7363,1,8140,8980,792,1475.2,1475.2
40,4,2,2,19,19,160900,15911,1,15980,25240,1580,1009.0,1009.0
50,4,2,2,19,19,132720,13027,1,13580,38900,1332,866.7,866.7
60,4,2,2,19,19,200440,19936,1,20440,59300,2033,721.7,721.7
70,4,2,2,19,19,360100,35880,1,36500,96840,3636,557.0,557.0
81,4,2,2,19,19,248960,24639,1,25500,122340,2523,510.2,510.2
91,4,2,2,19,19,413600,40772,1,42220,164600,4162,427.9,427.9
101,4,2,2,19,19,614040,61110,1,62980,227860,6267,354.6,354.6
111,4,2,2,19,19,346320,34350,1,34500,264020,3421,337.2,337.2
121,4,2,2,19,19,373260,36879,1,38320,301520,3786,321.7,321.7
131,4,2,2,19,19,386260,38376,1,40740,341120,4047,307.7,307.7
141,4,2,2,19,19,507160,50513,1,51980,393300,5177,292.9,292.9
151,4,2,2,19,19,469980,46754,1,48040,441240,4779,279.6,279.6
161,4,2,2,19,19,471360,46859,1,49760,489440,4946,269.0,269.0
171,4,2,2,19,19,522220,52029,1,52940,543020,5274,262.4,262.4
181,4,2,2,19,19,406100,40207,1,41180,584620,4077,258.4,258.4
