time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,18840,1875,7,2960,40,294,729.6,5107.0
40,4,4,4,30,30,47180,4455,10,8360,1280,789,7209.2,12904.7
51,4,4,4,30,30,27200,2674,10,1760,3340,173,14346.1,17762.2
61,4,4,4,30,30,47900,4693,10,4640,7780,454,20883.9,24756.9
71,4,4,4,30,30,30400,2943,10,2760,10400,267,23799.4,29123.6
81,4,4,4,30,30,55320,5393,10,5200,15620,506,26936.0,33496.8
91,4,4,4,30,30,62320,6157,10,5120,20100,505,26550.5,36844.0
102,4,4,4,30,30,38060,3724,10,3180,23400,311,25821.2,36434.5
112,4,4,4,30,30,71800,7073,10,6880,31120,677,24081.2,32186.3
122,4,4,4,30,30,72220,7093,10,7460,38620,732,21705.6,26775.5
132,4,4,4,30,30,96940,9516,10,10040,48620,985,19719.8,23469.8
142,4,4,4,30,30,85960,8392,10,8420,57660,822,18211.5,20691.9
153,4,4,4,30,30,101420,10021,10,11840,68340,1169,17048.6,19255.7
163,4,4,4,30,30,57080,5574,10,7080,75160,691,16408.6,18476.1
173,4,4,4,30,30,58660,5792,10,5900,80920,582,16333.0,18557.8
183,4,4,4,30,30,53520,5306,10,4880,85960,483,16389.4,18717.8
