time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,13020,1273,10,1940,1740,189,24.0,43.8
30,4,2,2,28,28,85400,8198,10,8280,10400,794,15.3,19.9
40,4,2,2,28,28,113100,11054,10,11500,21540,1124,12.2,14.6
51,4,2,2,28,28,101220,9777,10,10700,31980,1033,11.4,15.4
61,4,2,2,28,28,194620,19197,10,20540,52540,2026,9.2,11.6
71,4,2,2,28,28,132060,13062,10,14120,66080,1396,8.7,10.5
81,4,2,2,28,28,141440,14059,10,14340,80640,1425,8.4,10.2
91,4,2,2,28,28,288960,28513,10,29060,109760,2867,7.1,8.6
101,4,2,2,28,28,241620,23967,10,24580,134320,2438,6.6,7.7
111,4,2,2,28,28,178620,17669,10,18320,152740,1812,6.3,7.3
121,4,2,2,28,28,282200,28129,10,29300,181740,2920,5.9,6.8
131,4,2,2,28,28,253360,25114,10,26560,207780,2632,5.7,6.3
142,4,2,2,28,28,225160,22417,10,22940,231180,2283,5.5,6.0
152,4,2,2,28,28,305760,30333,10,30860,262160,3061,5.2,5.7
162,4,2,2,28,28,306360,30477,10,30980,293040,3081,5.0,5.5
172,4,2,2,28,28,240360,23914,10,25140,317760,2501,4.9,5.3
182,4,2,2,28,28,296480,29503,10,30540,348340,3039,4.8,5.2
