time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
30,4,4,4,28,28,21780,2156,10,6540,120,647,614.2,3298.0
41,4,4,4,28,28,64980,5802,10,5820,2420,519,10557.1,12573.6
51,4,4,4,28,28,49000,4714,10,2720,5320,261,15412.0,17913.0
62,4,4,4,28,28,31300,3001,10,2480,7660,237,19540.2,24016.1
72,4,4,4,28,28,41800,4099,10,3560,11300,349,23658.3,26958.3
82,4,4,4,28,28,44400,4357,10,4460,16040,437,25680.6,29898.2
92,4,4,4,28,28,53700,5228,10,5340,21380,519,24614.3,27936.1
103,4,4,4,28,28,46960,4587,10,5760,27320,562,23203.6,26773.4
113,4,4,4,28,28,45940,4480,10,5120,32140,499,22417.6,24013.3
123,4,4,4,28,28,51300,5078,10,4600,37480,455,22114.6,23737.7
133,4,4,4,28,28,71480,7065,10,6760,44040,668,21676.0,23464.5
143,4,4,4,28,28,92800,9157,10,9560,53640,943,20318.5,22697.9
153,4,4,4,28,28,93500,9190,10,9740,63280,957,18670.1,20258.1
164,4,4,4,28,28,135260,13106,10,14100,77440,1366,16886.6,17997.5
174,4,4,4,28,28,93560,9297,10,9120,86880,906,16068.7,17171.9
184,4,4,4,28,28,128680,12690,10,12880,99360,1270,15143.0,16417.5
