time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
30,4,4,4,30,30,3180,316,10,680,700,67,30.8,50.0
40,4,4,4,30,30,43520,4155,10,4420,5220,422,26.3,33.4
51,4,4,4,30,30,49240,4768,10,5140,10260,497,22.6,24.5
61,4,4,4,30,30,44220,4403,10,4400,14340,438,22.6,26.1
71,4,4,4,30,30,78820,7797,10,7960,22260,787,19.9,22.7
81,4,4,4,30,30,74220,7323,10,7780,29960,767,18.0,19.4
91,4,4,4,30,30,56260,5535,10,6320,36000,621,17.3,18.3
101,4,4,4,30,30,97560,9624,10,9800,45800,966,16.2,17.5
111,4,4,4,30,30,118900,11781,10,12560,58700,1244,14.3,15.0
122,4,4,4,30,30,72180,7054,10,7200,66000,703,14.1,15.1
132,4,4,4,30,30,160820,15968,10,16600,82640,1648,12.6,13.4
142,4,4,4,30,30,132320,13167,10,12820,95980,1275,11.9,12.5
152,4,4,4,30,30,110800,11049,10,11220,107220,1118,11.4,12.0
162,4,4,4,30,30,154400,15284,10,15000,122280,1484,11.0,11.5
172,4,4,4,30,30,144280,14373,10,15520,137180,1546,10.5,10.9
182,4,4,4,30,30,116080,11575,10,11800,149100,1176,10.3,10.6
