time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,4300,427,1,640,480,63,8.7,8.7
40,4,4,4,21,21,17860,1760,1,1680,2260,165,5.5,5.5
50,4,4,4,21,21,18760,1859,1,1800,4220,178,5.6,5.6
60,4,4,4,21,21,15360,1524,1,1740,5800,172,5.3,5.3
70,4,4,4,21,21,33580,3328,1,3240,9240,321,4.3,4.3
80,4,4,4,21,21,46320,4603,1,4840,13840,481,3.6,3.6
90,4,4,4,21,21,30460,3030,1,2980,17080,296,3.5,3.5
100,4,4,4,21,21,45440,4533,1,4680,21740,466,3.1,3.1
110,4,4,4,21,21,69580,6942,1,7240,28760,722,2.8,2.8
120,4,4,4,21,21,38920,3883,1,3960,32900,395,2.7,2.7
130,4,4,4,21,21,47560,4743,1,4740,37780,472,2.6,2.6
140,4,4,4,21,21,52700,5256,1,5860,43080,584,2.5,2.5
150,4,4,4,21,21,59680,5954,1,6120,49260,610,2.4,2.4
160,4,4,4,21,21,46540,4639,1,4840,53980,482,2.4,2.4
170,4,4,4,21,21,53680,5350,1,5560,59440,554,2.3,2.3
180,4,4,4,21,21,72840,7272,1,7240,66920,722,2.2,2.2
