time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,9660,961,1,880,20,87,1570.0,1570.0
40,4,4,4,19,19,39100,3869,1,4620,4920,457,2760.4,2760.4
50,4,4,4,19,19,76480,7610,1,6500,11900,646,1869.4,1869.4
60,4,4,4,19,19,95820,9479,1,10160,21700,1005,1585.1,1585.1
70,4,4,4,19,19,100260,9914,1,10400,31920,1028,1329.7,1329.7
80,4,4,4,19,19,124820,12378,1,12500,44620,1239,1143.6,1143.6
90,4,4,4,19,19,145740,14426,1,15440,60480,1528,987.5,987.5
100,4,4,4,19,19,241440,24023,1,25520,85340,2539,790.4,790.4
110,4,4,4,19,19,259280,25763,1,26220,110820,2605,674.7,674.7
120,4,4,4,19,19,312720,31011,1,32120,143340,3185,603.0,603.0
131,4,4,4,19,19,281540,28058,1,28680,171860,2858,553.4,553.4
141,4,4,4,19,19,305360,30269,1,31200,203720,3092,509.5,509.5
151,4,4,4,19,19,304000,30119,1,31500,234320,3120,491.4,491.4
161,4,4,4,19,19,306200,30057,1,31160,265860,3058,463.6,463.6
171,4,4,4,19,19,297320,29643,1,30540,296340,3044,445.8,445.8
181,4,4,4,19,19,378800,37609,1,38880,335020,3860,430.3,430.3
