time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,9380,930,1,1040,0,103,0.0,0.0
30,4,4,4,21,21,55780,5563,1,6000,6540,598,2003.9,2003.9
40,4,4,4,21,21,133580,13284,1,13440,20200,1336,1100.6,1100.6
50,4,4,4,21,21,280520,27968,1,28960,48460,2887,716.7,716.7
60,4,4,4,21,21,280160,27898,1,28560,77920,2844,557.0,557.0
70,4,4,4,21,21,390840,38866,1,39540,117280,3931,446.8,446.8
80,4,4,4,21,21,677940,67597,1,71260,187200,7105,342.8,342.8
90,4,4,4,21,21,571240,56811,1,58660,245220,5833,297.4,297.4
100,4,4,4,21,21,619040,61731,1,63400,308560,6322,264.6,264.6
110,4,4,4,21,21,781880,77744,1,78820,388580,7837,240.6,240.6
120,4,4,4,21,21,568200,56700,1,58600,446180,5847,229.6,229.6
130,4,4,4,21,21,565540,56272,1,58100,504700,5781,220.8,220.8
140,4,4,4,21,21,785700,78140,1,80840,584760,8039,210.5,210.5
150,4,4,4,21,21,582860,58134,1,59640,644100,5948,204.9,204.9
160,4,4,4,21,21,552840,54976,1,55980,700620,5566,201.2,201.2
170,4,4,4,21,21,751280,74880,1,77420,777880,7716,196.4,196.4
180,4,4,4,21,21,556500,55340,1,57800,835020,5747,192.9,192.9
