time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,5580,557,1,640,640,63,3.2,3.2
20,4,2,2,21,21,66520,6577,1,6640,7460,656,1.5,1.5
30,4,2,2,21,21,76980,7685,1,7500,15340,748,1.3,1.3
40,4,2,2,21,21,103540,10338,1,10280,26040,1026,1.2,1.2
50,4,2,2,21,21,78220,7810,1,7740,34100,772,1.2,1.2
60,4,2,2,21,21,79000,7882,1,8160,42280,814,1.2,1.2
70,4,2,2,21,21,80160,8003,1,8420,50420,840,1.2,1.2
80,4,2,2,21,21,107260,10708,1,11800,61340,1178,1.1,1.1
90,4,2,2,21,21,79620,7935,1,8360,69500,833,1.1,1.1
100,4,2,2,21,21,79480,7936,1,7820,77640,780,1.1,1.1
110,4,2,2,21,21,106180,10604,1,11460,88540,1144,1.1,1.1
120,4,2,2,21,21,80360,8024,1,7980,96720,796,1.1,1.1
130,4,2,2,21,21,78540,7843,1,8040,104880,802,1.1,1.1
140,4,2,2,21,21,106480,10633,1,10960,115780,1094,1.1,1.1
150,4,2,2,21,21,80340,8021,1,8260,123960,824,1.1,1.1
160,4,2,2,21,21,80540,8043,1,8140,132160,812,1.1,1.1
170,4,2,2,21,21,107240,10710,1,10900,143060,1088,1.1,1.1
180,4,2,2,21,21,79020,7892,1,7680,151260,767,1.1,1.1
