time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,47220,4698,10,10120,200,1006,1954.2,4141.0
30,4,4,4,28,28,73480,6992,10,3540,4140,336,9912.4,11991.1
40,4,4,4,28,28,102160,10096,10,9460,13600,934,13849.9,17295.0
50,4,4,4,28,28,100380,9831,10,10620,24680,1040,12245.1,14317.6
60,4,4,4,28,28,156100,15463,10,16240,41480,1608,10300.6,13860.3
71,4,4,4,28,28,227820,22598,10,23120,64280,2293,8920.5,13810.7
81,4,4,4,28,28,235460,23122,10,24440,88620,2400,8087.0,13523.9
91,4,4,4,28,28,332220,32961,10,33940,122680,3367,7400.2,13750.7
101,4,4,4,28,28,494000,49124,10,51220,173680,5093,6316.7,12049.7
111,4,4,4,28,28,403400,40163,10,41820,215060,4163,5643.5,10788.8
121,4,4,4,28,28,603880,60123,10,59140,275080,5888,4443.2,7597.1
131,4,4,4,28,28,677060,67188,10,68640,344160,6811,3712.5,5786.6
141,4,4,4,28,28,571560,56730,10,58680,402780,5824,3308.0,4792.6
151,4,4,4,28,28,656480,64946,10,67420,469940,6669,2989.2,4029.8
161,4,4,4,28,28,651840,64917,10,68760,538620,6847,2814.4,3794.1
171,4,4,4,28,28,523620,52168,10,51040,590940,5085,2728.0,3651.2
181,4,4,4,28,28,660520,65605,10,66520,658440,6607,2582.5,3314.7
