time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,33740,3346,10,5400,380,535,480.7,1074.4
30,4,4,4,30,30,56940,5627,10,7020,2600,693,4743.7,8883.6
40,4,4,4,30,30,105680,10507,10,8860,11980,880,9796.7,13011.8
50,4,4,4,30,30,128720,12716,10,12960,24760,1280,11621.0,18868.9
60,4,4,4,30,30,173460,17252,10,18360,43400,1826,10488.7,19397.4
70,4,4,4,30,30,196660,19517,10,18780,63000,1863,9099.9,16426.5
80,4,4,4,30,30,248760,24622,10,24960,87620,2470,7848.8,13813.0
90,4,4,4,30,30,312760,31046,10,32480,120360,3224,6608.0,11099.8
100,4,4,4,30,30,403920,40259,10,41100,162480,4096,5482.0,8768.1
110,4,4,4,30,30,412160,41010,10,42080,204200,4187,4934.4,8004.3
120,4,4,4,30,30,429160,42520,10,42900,247660,4250,4555.9,7391.2
130,4,4,4,30,30,504440,50208,10,50140,299900,4990,4109.6,6547.1
140,4,4,4,30,30,436160,43468,10,45980,344560,4582,3880.8,6165.6
150,4,4,4,30,30,485760,48416,10,49280,394000,4911,3659.4,5724.9
161,4,4,4,30,30,468880,46691,10,48680,442880,4847,3497.9,5398.2
171,4,4,4,30,30,461360,45883,10,46300,489180,4604,3390.5,5255.2
181,4,4,4,30,30,493180,48931,10,51280,540840,5087,3273.7,5060.1
