time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,247160,24384,10,24680,25180,2434,4.4,4.9
30,4,2,2,28,28,312940,30614,10,32700,58080,3198,3.4,3.7
40,4,2,2,28,28,446080,44333,10,45180,103280,4490,2.8,2.9
50,4,2,2,28,28,676180,67435,10,68980,173020,6879,2.4,2.5
60,4,2,2,28,28,547500,54624,10,56460,229100,5633,2.2,2.3
70,4,2,2,28,28,561320,56019,10,55780,285860,5566,2.1,2.1
80,4,2,2,28,28,745180,74384,10,76440,362640,7630,2.0,2.0
90,4,2,2,28,28,564580,56249,10,57700,420640,5748,1.9,2.0
100,4,2,2,28,28,558700,55736,10,56340,477060,5620,1.9,1.9
110,4,2,2,28,28,748960,74753,10,77280,554840,7713,1.8,1.9
120,4,2,2,28,28,568540,56695,10,57440,612340,5727,1.8,1.9
130,4,2,2,28,28,562520,56134,10,58500,670280,5837,1.8,1.8
140,4,2,2,28,28,750220,74879,10,76160,747480,7601,1.8,1.8
150,4,2,2,28,28,566640,56533,10,58380,805220,5824,1.7,1.8
160,4,2,2,28,28,573240,57192,10,59580,864200,5944,1.7,1.8
170,4,2,2,28,28,762580,76052,10,77660,942040,7745,1.7,1.8
180,4,2,2,28,28,568740,56754,10,57800,1000740,5767,1.7,1.7
