time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,1,0,0,0,0.0,0.0
20,4,2,2,19,19,11840,1176,1,1500,620,149,437.7,437.7
30,4,2,2,19,19,210260,20958,1,21620,22440,2155,336.0,336.0
40,4,2,2,19,19,652140,64986,1,65940,89280,6571,173.9,173.9
50,4,2,2,19,19,795140,79197,1,81760,170020,8143,136.7,136.7
60,4,2,2,19,19,864380,86170,1,87480,258560,8720,120.7,120.7
70,4,2,2,19,19,1151120,114676,1,116700,376900,11625,110.7,110.7
80,4,2,2,19,19,882460,87667,1,89480,467020,8889,105.6,105.6
90,4,2,2,19,19,862580,85957,1,88040,555460,8773,102.8,102.8
100,4,2,2,19,19,872880,87079,1,87480,644880,8727,101.1,101.1
110,4,2,2,19,19,1149000,114693,1,119080,762600,11886,99.2,99.2
120,4,2,2,19,19,855420,85379,1,87100,850440,8693,98.3,98.3
130,4,2,2,19,19,876580,87213,1,89780,939840,8932,97.0,97.0
140,4,2,2,19,19,1143220,113980,1,117560,1057300,11720,95.6,95.6
150,4,2,2,19,19,842220,83761,1,86820,1143280,8634,95.4,95.4
160,4,2,2,19,19,854040,85250,1,86580,1230720,8642,94.9,94.9
170,4,2,2,19,19,1125060,111834,1,114380,1346800,11369,94.4,94.4
180,4,2,2,19,19,877840,87635,1,90500,1436720,9034,94.0,94.0
