time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,0,0,0,0,0.0,0.0
20,4,2,2,21,21,2820,280,1,400,320,39,3.5,3.5
30,4,2,2,21,21,62560,6182,1,6560,6700,648,1.4,1.4
40,4,2,2,21,21,77100,7696,1,7260,14640,724,1.3,1.3
50,4,2,2,21,21,102020,10183,1,10280,25200,1026,1.2,1.2
60,4,2,2,21,21,79520,7939,1,7720,33360,770,1.2,1.2
70,4,2,2,21,21,78380,7826,1,8440,41480,842,1.2,1.2
80,4,2,2,21,21,106080,10589,1,10760,52320,1074,1.2,1.2
90,4,2,2,21,21,80680,8043,1,8460,60460,843,1.2,1.2
100,4,2,2,21,21,78520,7838,1,8020,68620,800,1.1,1.1
110,4,2,2,21,21,107780,10762,1,11720,79460,1170,1.1,1.1
120,4,2,2,21,21,79240,7913,1,8160,87600,814,1.1,1.1
130,4,2,2,21,21,80940,8082,1,8240,95800,822,1.1,1.1
140,4,2,2,21,21,105160,10501,1,10400,106700,1038,1.1,1.1
150,4,2,2,21,21,80220,8007,1,8540,114900,852,1.1,1.1
160,4,2,2,21,21,81160,8104,1,8720,123120,870,1.1,1.1
170,4,2,2,21,21,106300,10613,1,10900,134060,1088,1.1,1.1
180,4,2,2,21,21,81380,8127,1,8460,142280,844,1.1,1.1
