time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,1,0,0,0,0.0,0.0
20,4,2,2,21,21,76660,7592,1,8040,7900,796,1.3,1.3
30,4,2,2,21,21,77400,7723,1,7700,15780,768,1.2,1.2
40,4,2,2,21,21,77580,7744,1,8140,23840,812,1.2,1.2
50,4,2,2,21,21,104480,10430,1,10880,34540,1086,1.2,1.2
60,4,2,2,21,21,79020,7887,1,8020,42620,800,1.2,1.2
70,4,2,2,21,21,81000,8087,1,8680,50760,866,1.1,1.1
80,4,2,2,21,21,104900,10475,1,10480,61580,1046,1.1,1.1
90,4,2,2,21,21,78380,7813,1,8060,69660,803,1.1,1.1
100,4,2,2,21,21,80260,8014,1,8860,77740,884,1.1,1.1
110,4,2,2,21,21,104980,10474,1,10320,88540,1029,1.1,1.1
120,4,2,2,21,21,80900,8079,1,8680,96720,866,1.1,1.1
130,4,2,2,21,21,77640,7753,1,7480,104820,746,1.1,1.1
140,4,2,2,21,21,106380,10622,1,11140,115720,1112,1.1,1.1
150,4,2,2,21,21,79460,7933,1,8120,123860,810,1.1,1.1
160,4,2,2,21,21,79920,7981,1,8100,132040,808,1.1,1.1
170,4,2,2,21,21,107040,10685,1,10340,142960,1032,1.1,1.1
180,4,2,2,21,21,80080,7997,1,8340,151160,832,1.1,1.1
