time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,8300,829,5,1000,1100,99,8.7,11.7
20,4,2,2,28,28,205040,20025,10,20120,21820,1965,5.2,5.9
30,4,2,2,28,28,320980,31890,10,33480,55300,3326,3.7,4.2
40,4,2,2,28,28,448700,44740,10,46220,100860,4608,2.9,3.2
50,4,2,2,28,28,648900,64702,10,67680,167780,6748,2.5,2.7
60,4,2,2,28,28,535840,53482,10,55160,222700,5505,2.3,2.4
70,4,2,2,28,28,547200,54610,10,54900,278060,5479,2.1,2.3
80,4,2,2,28,28,723100,72100,10,74560,352500,7434,2.0,2.1
90,4,2,2,28,28,549100,54669,10,56860,409320,5661,2.0,2.0
100,4,2,2,28,28,545900,54453,10,56060,464100,5592,1.9,2.0
110,4,2,2,28,28,722700,72003,10,75840,538860,7556,1.9,1.9
120,4,2,2,28,28,544360,54316,10,54640,594240,5452,1.9,1.9
130,4,2,2,28,28,542640,54161,10,54280,650040,5417,1.8,1.9
140,4,2,2,28,28,732840,73130,10,76600,725600,7643,1.8,1.9
150,4,2,2,28,28,553700,55270,10,55920,781300,5581,1.8,1.9
160,4,2,2,28,28,548700,54755,10,56340,838280,5622,1.8,1.8
170,4,2,2,28,28,739520,73797,10,76740,913760,7657,1.8,1.8
180,4,2,2,28,28,548800,54770,10,57560,969620,5744,1.8,1.8
