time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,5,0,0,0,0.0,0.0
20,4,2,2,28,28,10440,1037,10,1620,1560,161,8.4,10.6
30,4,2,2,28,28,202300,20055,10,21000,21800,2081,4.7,5.3
40,4,2,2,28,28,394120,39114,10,41440,62480,4112,3.3,3.6
50,4,2,2,28,28,490600,48752,10,50120,112140,4980,2.8,2.9
60,4,2,2,28,28,534340,53300,10,55340,167240,5520,2.4,2.5
70,4,2,2,28,28,647460,64623,10,66800,233680,6667,2.2,2.2
80,4,2,2,28,28,663920,66259,10,67660,300960,6752,2.0,2.1
90,4,2,2,28,28,574360,57218,10,60100,360080,5987,1.9,2.0
100,4,2,2,28,28,661480,66022,10,68480,427700,6835,1.9,1.9
110,4,2,2,28,28,658220,65703,10,66640,494980,6652,1.8,1.9
120,4,2,2,28,28,564820,56374,10,58460,553380,5834,1.8,1.9
130,4,2,2,28,28,670140,66873,10,68000,621200,6785,1.8,1.8
140,4,2,2,28,28,671960,67061,10,69760,690560,6962,1.7,1.8
150,4,2,2,28,28,573300,57232,10,57980,749600,5788,1.7,1.8
160,4,2,2,28,28,668340,66673,10,68780,817460,6861,1.7,1.8
170,4,2,2,28,28,673320,67211,10,70180,886960,7005,1.7,1.7
180,4,2,2,28,28,575280,57424,10,57460,945380,5735,1.7,1.7
