time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,3440,341,1,440,380,43,3.6,3.6
30,4,2,2,19,19,64040,6368,1,6880,6880,684,1.4,1.4
40,4,2,2,19,19,78460,7833,1,7900,14760,788,1.2,1.2
50,4,2,2,19,19,103800,10364,1,10740,25400,1072,1.2,1.2
60,4,2,2,19,19,78960,7882,1,8180,33440,816,1.2,1.2
70,4,2,2,19,19,78500,7837,1,8120,41520,810,1.2,1.2
80,4,2,2,19,19,104820,10467,1,10320,52300,1030,1.2,1.2
90,4,2,2,19,19,79080,7885,1,7580,60400,755,1.1,1.1
100,4,2,2,19,19,80100,7996,1,8660,68560,864,1.1,1.1
110,4,2,2,19,19,106120,10595,1,10900,79340,1088,1.1,1.1
120,4,2,2,19,19,78760,7864,1,8520,87480,850,1.1,1.1
130,4,2,2,19,19,80660,8048,1,8260,95620,824,1.1,1.1
140,4,2,2,19,19,104860,10470,1,10800,106500,1078,1.1,1.1
150,4,2,2,19,19,79340,7923,1,7780,114620,776,1.1,1.1
160,4,2,2,19,19,79300,7919,1,8180,122780,816,1.1,1.1
170,4,2,2,19,19,106860,10669,1,10800,133700,1078,1.1,1.1
180,4,2,2,19,19,80080,7998,1,8180,141860,817,1.1,1.1
