time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,20,1,1,0,0,0,0.0,0.0
30,4,4,4,21,21,9920,989,1,1160,1040,115,4.7,4.7
40,4,4,4,21,21,56440,5626,1,5600,6860,558,2.4,2.4
50,4,4,4,21,21,67140,6695,1,6200,13680,618,1.8,1.8
60,4,4,4,21,21,74320,7415,1,7700,21300,768,1.6,1.6
70,4,4,4,21,21,102460,10228,1,10720,31820,1070,1.5,1.5
80,4,4,4,21,21,76040,7585,1,8080,39600,806,1.4,1.4
90,4,4,4,21,21,79440,7918,1,7880,47660,785,1.3,1.3
100,4,4,4,21,21,103740,10356,1,10540,58400,1052,1.3,1.3
110,4,4,4,21,21,80160,8000,1,8520,66500,850,1.3,1.3
120,4,4,4,21,21,77040,7690,1,7480,74500,746,1.3,1.3
130,4,4,4,21,21,105260,10507,1,11160,85280,1113,1.2,1.2
140,4,4,4,21,21,79640,7949,1,8160,93300,814,1.2,1.2
150,4,4,4,21,21,76740,7663,1,7980,101240,796,1.2,1.2
160,4,4,4,21,21,106340,10614,1,11100,112000,1108,1.2,1.2
170,4,4,4,21,21,77600,7748,1,8100,120020,808,1.2,1.2
180,4,4,4,21,21,80360,8024,1,8320,128100,830,1.2,1.2
