time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,22580,2242,10,2820,2760,280,16.2,20.0
30,4,4,4,28,28,133800,13108,10,13180,16240,1291,9.9,10.8
40,4,4,4,28,28,162780,16132,10,16660,32880,1651,7.6,7.9
50,4,4,4,28,28,250100,24836,10,25800,59160,2562,5.8,6.1
60,4,4,4,28,28,375280,37404,10,37640,97140,3751,4.7,4.9
70,4,4,4,28,28,336920,33597,10,33120,130960,3302,4.2,4.4
80,4,4,4,28,28,377180,37623,10,40080,169900,3998,3.8,4.0
90,4,4,4,28,28,465960,46433,10,48000,217780,4783,3.5,3.6
100,4,4,4,28,28,369400,36844,10,37080,255720,3698,3.3,3.5
110,4,4,4,28,28,407620,40660,10,41300,296420,4119,3.2,3.3
120,4,4,4,28,28,467040,46541,10,48140,344880,4797,3.1,3.2
130,4,4,4,28,28,368380,36735,10,37260,382980,3715,3.0,3.1
140,4,4,4,28,28,396740,39567,10,40620,423400,4051,2.9,3.1
150,4,4,4,28,28,472160,47088,10,48540,471280,4840,2.9,3.0
160,4,4,4,28,28,373140,37220,10,38940,509700,3884,2.8,3.0
170,4,4,4,28,28,368540,36754,10,36960,547940,3686,2.8,2.9
180,4,4,4,28,28,501660,50015,10,51080,598680,5092,2.8,2.9
