time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,18960,1882,10,2280,2360,226,17.4,20.5
30,4,4,4,28,28,116000,11310,10,12240,14000,1193,11.0,12.3
40,4,4,4,28,28,160680,15813,10,16340,30280,1608,8.4,8.9
50,4,4,4,28,28,199340,19773,10,21640,51160,2146,6.8,7.5
60,4,4,4,28,28,321860,32003,10,33320,84300,3313,5.4,5.9
70,4,4,4,28,28,348980,34525,10,34440,118920,3407,4.7,4.9
80,4,4,4,28,28,335180,33417,10,34280,153500,3417,4.2,4.4
90,4,4,4,28,28,427800,42562,10,43520,197460,4329,3.8,4.0
100,4,4,4,28,28,400860,39974,10,40680,238880,4056,3.6,3.7
110,4,4,4,28,28,367260,36616,10,36900,275960,3678,3.4,3.5
120,4,4,4,28,28,450200,44880,10,46360,322020,4621,3.3,3.4
130,4,4,4,28,28,397560,39633,10,40760,362860,4063,3.2,3.3
140,4,4,4,28,28,358220,35736,10,37360,399880,3727,3.1,3.2
150,4,4,4,28,28,451460,45019,10,45560,445640,4543,3.0,3.1
161,4,4,4,28,28,397680,39656,10,41340,486260,4122,3.0,3.1
171,4,4,4,28,28,358640,35774,10,36720,523060,3662,2.9,3.1
181,4,4,4,28,28,448060,44680,10,46640,569440,4650,2.9,3.0
