time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,20,1,1,0,0,0,0.0,0.0
30,4,4,4,19,19,22560,2250,1,2180,2260,217,3.1,3.1
40,4,4,4,19,19,48460,4828,1,4880,7260,486,2.3,2.3
50,4,4,4,19,19,68460,6834,1,6580,14260,656,1.8,1.8
60,4,4,4,19,19,73260,7310,1,7580,21860,756,1.6,1.6
70,4,4,4,19,19,101900,10173,1,10400,32140,1038,1.4,1.4
80,4,4,4,19,19,75480,7536,1,7680,40000,766,1.4,1.4
90,4,4,4,19,19,77020,7678,1,7900,47920,787,1.3,1.3
100,4,4,4,19,19,103620,10346,1,11460,58480,1144,1.3,1.3
110,4,4,4,19,19,77600,7748,1,7980,66400,796,1.3,1.3
120,4,4,4,19,19,76860,7674,1,8340,74320,832,1.3,1.3
130,4,4,4,19,19,103380,10322,1,10380,84880,1036,1.2,1.2
140,4,4,4,19,19,78680,7856,1,8020,92840,800,1.2,1.2
150,4,4,4,19,19,77820,7771,1,8240,100840,822,1.2,1.2
160,4,4,4,19,19,104180,10401,1,10940,111440,1092,1.2,1.2
170,4,4,4,19,19,76560,7641,1,7700,119420,768,1.2,1.2
180,4,4,4,19,19,78460,7835,1,7960,127400,794,1.2,1.2
