time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,9220,921,1,980,20,97,303.0,303.0
20,4,2,2,19,19,20380,2026,1,2080,2080,206,5093.5,5093.5
30,4,2,2,19,19,395700,39333,1,40780,42380,4053,464.7,464.7
40,4,2,2,19,19,778420,77609,1,79960,122820,7972,229.8,229.8
50,4,2,2,19,19,1083040,108077,1,111380,233640,11114,164.1,164.1
60,4,2,2,19,19,865140,86306,1,88700,322860,8848,142.8,142.8
70,4,2,2,19,19,870600,86877,1,87520,411420,8733,130.1,130.1
80,4,2,2,19,19,1208160,120430,1,123500,535200,12310,120.1,120.1
90,4,2,2,19,19,884880,88021,1,90740,626180,9026,115.3,115.3
100,4,2,2,19,19,849160,84721,1,87980,713360,8777,111.5,111.5
110,4,2,2,19,19,1163080,115775,1,119180,831940,11863,107.3,107.3
120,4,2,2,19,19,881300,87831,1,91660,922320,9134,105.6,105.6
130,4,2,2,19,19,870460,86837,1,88600,1011480,8838,103.8,103.8
140,4,2,2,19,19,1162960,116017,1,118200,1130820,11791,101.9,101.9
150,4,2,2,19,19,867960,86527,1,88740,1219840,8846,100.9,100.9
160,4,2,2,19,19,889480,88779,1,91140,1310720,9096,99.4,99.4
170,4,2,2,19,19,1157300,115326,1,118660,1428940,11824,98.1,98.1
180,4,2,2,19,19,884500,88159,1,91480,1519780,9117,97.4,97.4
