time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,22360,2234,1,2380,1680,237,412.5,412.5
20,4,2,2,19,19,200620,19624,1,20900,22160,2044,257.1,257.1
30,4,2,2,19,19,538480,53676,1,54300,76840,5412,156.4,156.4
40,4,2,2,19,19,825140,82250,1,83360,161740,8309,125.9,125.9
50,4,2,2,19,19,1135440,113204,1,117300,277760,11694,110.8,110.8
60,4,2,2,19,19,852640,85034,1,88880,365160,8864,106.4,106.4
70,4,2,2,19,19,887860,88432,1,91440,456180,9107,101.1,101.1
80,4,2,2,19,19,1163060,115773,1,119220,575560,11867,97.1,97.1
90,4,2,2,19,19,882820,87991,1,90020,665300,8972,95.4,95.4
100,4,2,2,19,19,880900,87861,1,89880,755620,8964,94.3,94.3
110,4,2,2,19,19,1151880,114614,1,118260,873620,11767,92.7,92.7
120,4,2,2,19,19,892900,89111,1,92760,964940,9257,92.1,92.1
130,4,2,2,19,19,787940,78542,1,80680,1044820,8042,92.3,92.3
140,4,2,2,19,19,878180,87555,1,90800,1134980,9052,94.7,94.7
150,4,2,2,19,19,660900,65702,1,66420,1202700,6603,96.5,96.5
160,4,2,2,19,19,828500,82454,1,84180,1287600,8377,96.3,96.3
170,4,2,2,19,19,1189260,118653,1,122300,1409420,12201,95.1,95.1
180,4,2,2,19,19,896240,89355,1,92820,1502160,9254,94.5,94.5
