time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,293240,28862,1,30140,28960,2966,333.5,333.5
30,4,2,2,19,19,541720,53832,1,55940,85280,5558,208.9,208.9
40,4,2,2,19,19,794800,79281,1,82140,166500,8193,152.0,152.0
50,4,2,2,19,19,1056980,105329,1,109060,274860,10867,130.0,130.0
60,4,2,2,19,19,827680,82331,1,84460,359580,8401,119.9,119.9
70,4,2,2,19,19,838440,83626,1,85120,445180,8489,113.3,113.3
80,4,2,2,19,19,1103100,110023,1,111860,558940,11156,108.9,108.9
90,4,2,2,19,19,844680,84014,1,85060,645360,8460,106.7,106.7
100,4,2,2,19,19,832100,83002,1,85900,730620,8568,104.9,104.9
110,4,2,2,19,19,1157640,115360,1,119740,849300,11932,102.8,102.8
120,4,2,2,19,19,836120,83428,1,85340,935060,8515,101.6,101.6
130,4,2,2,19,19,831500,82761,1,85120,1020000,8472,100.8,100.8
140,4,2,2,19,19,852020,84989,1,87000,1108080,8678,100.1,100.1
150,4,2,2,19,19,1116240,111401,1,115420,1221640,11518,99.4,99.4
160,4,2,2,19,19,848840,84596,1,86540,1308960,8624,98.9,98.9
170,4,2,2,19,19,848580,84646,1,84960,1395740,8474,98.2,98.2
180,4,2,2,19,19,1102940,110128,1,112960,1508620,11279,97.9,97.9
