time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,0,0,0,0,0.0,0.0
20,4,2,2,30,30,155040,15078,10,19600,9840,1906,5298.1,5588.6
30,4,2,2,30,30,351600,33607,10,36000,45760,3441,4276.3,4682.6
40,4,2,2,30,30,343660,34256,10,34220,79740,3411,3756.8,4345.5
50,4,2,2,30,30,452780,45147,10,45840,124960,4570,3219.6,3932.6
60,4,2,2,30,30,905220,90260,10,92880,218040,9261,2476.8,3108.0
70,4,2,2,30,30,714280,71278,10,73900,292020,7374,2195.4,2787.7
80,4,2,2,30,30,741620,73631,10,74920,366940,7438,2010.9,2552.0
90,4,2,2,30,30,940720,93473,10,94540,462820,9393,1893.2,2438.2
101,4,2,2,30,30,722640,71940,10,75440,538240,7510,1816.9,2351.0
111,4,2,2,30,30,726480,72336,10,73280,611040,7296,1769.6,2306.0
121,4,2,2,30,30,991000,98813,10,101460,713300,10116,1700.6,2209.4
131,4,2,2,30,30,723040,71908,10,73340,787920,7293,1663.9,2166.1
141,4,2,2,30,30,733800,72884,10,74420,861800,7391,1640.0,2137.4
151,4,2,2,30,30,984040,97690,10,100120,963760,9939,1602.6,2088.2
161,4,2,2,30,30,747060,74579,10,75000,1040280,7487,1580.6,2062.7
171,4,2,2,30,30,761260,75536,10,74760,1117480,7418,1559.6,2034.2
181,4,2,2,30,30,998760,99537,10,103700,1220740,10334,1535.0,1998.9
