time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,47060,4651,10,10120,220,1000,993.9,3625.0
30,4,4,4,28,28,70560,6632,10,2400,2800,225,10374.4,11485.9
40,4,4,4,28,28,126960,12579,10,12100,14960,1198,14620.8,20051.1
51,4,4,4,28,28,129900,12771,10,15600,30060,1533,10629.1,13188.8
61,4,4,4,28,28,163280,16167,10,16280,47360,1612,9100.5,11551.6
71,4,4,4,28,28,295500,29321,10,28600,75760,2837,7547.7,10122.3
81,4,4,4,28,28,299300,29704,10,30800,106280,3056,6162.9,7623.7
91,4,4,4,28,28,569800,56348,10,58360,164280,5771,4622.8,5287.1
101,4,4,4,28,28,599080,59615,10,61500,226300,6120,3793.8,4179.8
111,4,4,4,28,28,557160,55422,10,56660,282700,5636,3348.9,3701.1
121,4,4,4,28,28,600560,59449,10,62140,344500,6151,3034.2,3385.4
131,4,4,4,28,28,680500,67329,10,69420,414640,6868,2790.9,3089.0
141,4,4,4,28,28,553980,55182,10,56920,470780,5669,2649.2,2911.2
151,4,4,4,28,28,721660,71635,10,73520,544940,7297,2502.0,2784.0
161,4,4,4,28,28,585720,58101,10,61260,605360,6076,2411.8,2646.9
171,4,4,4,28,28,557000,55494,10,56360,662400,5615,2341.5,2572.4
181,4,4,4,28,28,593680,59219,10,60220,723260,6006,2280.0,2515.3
